17101666;1666;1710;922;false
22961922;1922;2296;2632;false
19931873;1873;1993;388;false
23761683;1683;2376;288;false
17101669;1710;1669;850;false
21471684;1684;2147;624;false
84332193;2193;8433;210;false
33437652313;2313;3343765;148;false
33437652435;2435;3343765;146;false
21561920;1920;2156;638;false
24521629;2452;1629;1220;false
25372057;2057;2537;2262;false
25021645;1645;2502;1748;false
25062505;2505;2506;388;false
23982160;2160;2398;3178;false
1400781716;140078;1716;388;false
21351665;1665;2135;948;false
21702052;2170;2052;906;false
24281984;2428;1984;624;false
33437993343797;3343799;3343797;4048;false
24012156;2156;2401;994;false
24641638;2464;1638;1520;false
24281986;1986;2428;420;false
23471740;1740;2347;1528;false
23941728;2394;1728;1326;false
25472212;2547;2212;3370;false
23581715;1715;2358;212;false
17561635;1635;1756;489;false
19621640;1962;1640;420;false
33437872062;3343787;2062;3024;false
23122167;2167;2312;624;false
22321681;2232;1681;2218;false
33437612544;2544;3343761;1511;false
17401734;1734;1740;1152;false
24872153;2153;2487;6026;false
40289741735;4028974;1735;212;false
20892072;2089;2072;388;false
21472098;2098;2147;1212;false
23911632;1632;2391;1212;false
23732208;2208;2373;1154;false
22911687;1687;2291;467;false
24211886;2421;1886;772;false
25351906;2535;1906;1046;false
23892376;2389;2376;1642;false
23972372;2372;2397;1020;false
24432210;2210;2443;80;false
23121729;1729;2312;420;false
18811629;1881;1629;2632;false
25482168;2548;2168;4111;false
24242287;2287;2424;1528;false
23712133;2133;2371;2268;false
19341855;1934;1855;1240;false
24262214;2214;2426;2268;false
23992065;2065;2399;2574;false
23121721;1721;2312;404;false
23891728;1728;2389;1418;false
24272372;2427;2372;824;false
24872375;2375;2487;1726;false
24872376;2376;2487;7058;true
18721741;1872;1741;1528;false
23131889;1889;2313;4312;false
17971682;1682;1797;1012;false
24531687;2453;1687;1232;false
21651741;1741;2165;1900;false
24332098;2433;2098;1020;false
24011720;1720;2401;664;false
23312155;2155;2331;570;false
23342312;2312;2334;848;false
23441681;1681;2344;2338;false
23131760;1760;2313;598;false
22321649;1649;2232;2270;false
24842296;2296;2484;3644;false
25481758;1758;2548;2223;false
33437733343771;3343773;3343771;3030;false
23552026;2026;2355;940;false
18811634;1634;1881;2268;false
33437543343752;3343752;3343754;824;false
25442358;2358;2544;270;false
17221686;1686;1722;488;false
19301645;1930;1645;20;false
23982394;2398;2394;3390;false
24052071;2071;2405;3268;false
19691880;1969;1880;212;false
17331731;1733;1731;740;false
23471876;2347;1876;1900;false
33437902443;2443;3343790;2628;false
24452164;2164;2445;692;false
23762099;2099;2376;1461;false
16920601717;1717;1692060;1152;false
24492423;2449;2423;1152;false
23162134;2134;2316;842;false
22041737;2204;1737;388;false
23081720;1720;2308;444;false
20671725;2067;1725;772;false
24331856;1856;2433;824;false
19871962;1987;1962;212;false
11668282068;1166828;2068;1152;false
25372135;2135;2537;1004;false
23502018;2018;2350;212;false
24642252;2464;2252;1616;false
24222055;2055;2422;1152;false
23091646;2309;1646;548;false
25442170;2544;2170;724;false
24352313;2435;2313;4356;false
33433393343337;3343337;3343339;420;false
21322075;2132;2075;1215;false
33433373343334;3343334;3343337;212;false
33437701971;1971;3343770;2394;false
24452310;2445;2310;788;false
25011632;2501;1632;1020;false
24542371;2454;2371;2078;false
24522405;2452;2405;1152;false
25351668;1668;2535;772;false
23911824;2391;1824;810;false
33437802376;3343780;2376;5941;false
19331887;1887;1933;212;false
23442155;2344;2155;2630;false
25002252;2252;2500;918;false
24012071;2401;2071;3388;false
24031685;1685;2403;4048;false
24001734;2400;1734;772;false
23831688;2383;1688;0;true
22031824;2203;1824;1400;false
19891684;1684;1989;420;false
23161971;2316;1971;778;false
23512079;2351;2079;3220;false
19051758;1905;1758;1879;false
22102155;2210;2155;1828;false
22001961;1961;2200;1482;false
33437942443;3343794;2443;1786;false
22961860;2296;1860;1312;false
22051783;1783;2205;954;false
25462208;2546;2208;3002;false
24491993;1993;2449;772;false
23911938;1938;2391;86;false
23712058;2058;2371;2994;false
19961828;1828;1996;824;false
20572031;2031;2057;2116;false
25061639;2506;1639;772;false
33438183343815;3343818;3343815;772;false
22711752;2271;1752;388;false
25412537;2541;2537;2326;false
24221985;2422;1985;1528;false
33438153343814;3343815;3343814;1152;false
23581730;1730;2358;150;false
23341666;2334;1666;1024;false
22322018;2232;2018;0;true
22001730;1730;2200;354;false
25472235;2235;2547;3230;false
23101714;1714;2310;2914;false
23502167;2350;2167;420;false
24542151;2454;2151;2250;false
33437713343770;3343771;3343770;2838;false
33437972094;3343797;2094;4392;false
18581722;1858;1722;3956;false
23421933;1933;2342;420;false
21542067;2154;2067;388;false
22002162;2162;2200;491;false
21912132;2191;2132;877;false
25491884;2549;1884;420;false
33438073343805;3343807;3343805;2632;false
33437542537;3343754;2537;1020;false
23552193;2355;2193;210;false
